epoch,lr,train_loss,val_loss,val_acc,val_auc
1,0.0002,4.284522163695184,2.397541085879008,0.08925318761384335,0.6620428091805132
2,0.0004,4.167218253232431,2.2551152110099792,0.17486338797814208,0.6610764534635133
3,0.0006,3.8965447087218794,2.1261103683047824,0.2204007285974499,0.6985253772851826
4,0.0008,3.707291817319566,2.0271580947770014,0.2495446265938069,0.7291898230598488
5,0.001,3.551296721334043,2.0109913448492684,0.27140255009107467,0.7549032759396344
6,0.001,3.3675597819729126,1.8546815365552902,0.37340619307832423,0.7768859276995549
7,0.0009998227685994077,3.2072570738585098,1.7885942591561212,0.4098360655737705,0.7968871100271042
8,0.0009992912066543432,3.1055990129277324,1.752962479988734,0.39526411657559196,0.8074825718226806
9,0.0009984057108362516,3.012483054313107,1.6969735986656613,0.4371584699453552,0.8184635765036568
10,0.0009971669419352968,2.9483891155408775,1.67013900147544,0.42805100182149364,0.8248465539613551
11,0.000995575824367257,2.8965169381404268,1.609162708123525,0.43897996357012753,0.8342344354757752
12,0.000993633545483691,2.8151271205017534,1.6044323874844446,0.4644808743169399,0.8365165135465737
13,0.0009913415546858903,2.7567690559055493,1.5655871000554826,0.44990892531876137,0.844762073311744
14,0.0009887015623432837,2.7035346756810728,1.5420711470974817,0.44626593806921677,0.8525329843360189
15,0.0009857155385170938,2.643784467724786,1.4786201566457748,0.4936247723132969,0.8598542019103141
16,0.0009823857114902048,2.5886771748031396,1.434561668170823,0.5009107468123861,0.8645312740508846
17,0.0009787145661043328,2.5328423113062764,1.4402679320838716,0.4990892531876138,0.8681035466108469
18,0.0009747048419057458,2.480546156565348,1.418732561998897,0.5428051001821493,0.8727350284985556
19,0.0009703595311009097,2.4343201060225996,1.4205708586507373,0.5209471766848816,0.869425708559977
20,0.0009656818763235926,2.381716040597446,1.3771210461854935,0.5500910746812386,0.8805628176575785
21,0.0009606753682150903,2.369282843410105,1.3857953945795696,0.5300546448087432,0.8796085900929874
22,0.0009553437428193777,2.329781580662382,1.3671730524963803,0.5373406193078324,0.8828177616829206
23,0.0009496909787951343,2.263108148091081,1.340435493323538,0.5701275045537341,0.8882002595171792
24,0.0009437212944467191,2.2071029915325884,1.3129949851168528,0.5573770491803278,0.8908189142663808
25,0.0009374391445763135,2.203509693560393,1.2959666815068986,0.5555555555555556,0.89507333777016
26,0.0009308492171595821,2.140444867852805,1.3170516639947891,0.5591985428051002,0.8941186789162742
27,0.0009239564298473283,2.1069272877513496,1.3149670561154683,0.5628415300546448,0.8930208394525601
28,0.0009167659262957601,2.064469866130663,1.3001641747024324,0.5792349726775956,0.8970847892445374
29,0.0009092830723281,2.0433768552282583,1.2790900071461995,0.5846994535519126,0.9004322708496771
30,0.0009015134519304076,1.9991588972616887,1.3339347177081637,0.581056466302368,0.898185454396734
31,0.0008934628630845995,1.9550138694652612,1.2579759508371353,0.5701275045537341,0.9053761251631278
32,0.0008851373134417772,1.9153218856756238,1.2747945421271853,0.5846994535519126,0.9003432914065609
33,0.0008765430158390947,1.879759026610333,1.3636132412486606,0.5537340619307832,0.9004912236346534
34,0.0008676863836635041,1.861684018287106,1.3392002913686964,0.5792349726775956,0.9007885604232584
35,0.0008585740260658475,1.8275747800218887,1.2838957160711288,0.5901639344262295,0.9026795111558925
36,0.0008492127430288608,1.7797678778136985,1.2306434942616358,0.6065573770491803,0.9074519502827548
37,0.0008396095202927712,1.7571205712746882,1.2530323200755649,0.6102003642987249,0.9061691918159138
38,0.0008297715241422765,1.7428396663803984,1.3430895308653514,0.5683060109289617,0.9006555522919679
39,0.0008197060960587948,1.7301669587259707,1.2557105554474726,0.6029143897996357,0.9066091068965388
40,0.0008094207472419758,1.6654168332832446,1.2484277793102794,0.599271402550091,0.90964259502307
41,0.0007989231530045619,1.6380790644797727,1.2442260599798627,0.6138433515482696,0.9094295827276071
42,0.0007882211470447831,1.6231714227925176,1.2701016631391313,0.6083788706739527,0.9055653793672687
43,0.0007773227156005567,1.5706728541332742,1.269332999156581,0.6211293260473588,0.9068731303051372
44,0.000766235991489858,1.5670242655104485,1.2381068749560251,0.6247723132969034,0.9099434341781895
45,0.0007549692480417063,1.5432759108750715,1.249713246193197,0.6284153005464481,0.9120972929160733
46,0.0007435308929222973,1.5056847696718962,1.2437485522694058,0.6193078324225865,0.9137147467476697
47,0.0007319294618608869,1.4980815113454624,1.2477068420913484,0.6083788706739527,0.91191411394217
48,0.0007201736122801105,1.4481304071951604,1.2458393341965146,0.6083788706739527,0.9106470752265199
49,0.0007082721168354893,1.4172687945158586,1.2515412817398708,0.6174863387978142,0.9137500975977931
50,0.0006962338568689469,1.3915404357771943,1.2688390066226323,0.6193078324225865,0.9104457969742824
51,0.0006840678157812183,1.3861839417098225,1.2471560554371939,0.6102003642987249,0.9114838805626093
52,0.0006717830723281001,1.3695531971212747,1.221969347861078,0.6338797814207651,0.9143249616115348
53,0.0006593887938455417,1.3478807055431863,1.255366759167777,0.6156648451730419,0.9106830878826299
54,0.0006468942294086376,1.3259208686109902,1.2233381867408752,0.6229508196721312,0.9144358475764144
55,0.0006343087029296186,1.317076980203822,1.301138824886746,0.6193078324225865,0.9100890538033394
56,0.0006216416062000013,1.2724083532457766,1.255001135998302,0.6211293260473588,0.9131962626551805
57,0.0006089023918820792,1.2543605859728828,1.2629600357678201,0.6284153005464481,0.9116188592398153
58,0.0005961005664549936,1.221979932508607,1.2479764272769291,0.6229508196721312,0.9139600165079694
59,0.0005832456831206418,1.2408672743949338,1.2622480450405016,0.6320582877959927,0.9114016753358293
60,0.0005703473346747199,1.1862484985503599,1.2547300176488028,0.6320582877959927,0.9138366380255873
61,0.0005574151463482188,1.182990248652472,1.2724048909213808,0.6302367941712204,0.911995991983968
62,0.0005444587686247168,1.1662249452825906,1.2521328089965715,0.6247723132969034,0.9139346596718483
63,0.0005314878700388267,1.142445153084354,1.251436563829581,0.6429872495446266,0.9127369544283372
64,0.0005185121299611734,1.1447432922280354,1.2553085030780897,0.639344262295082,0.9142782931354361
65,0.0005055412313752832,1.1249045729637146,1.2453713913758595,0.6338797814207651,0.9132778655641526
66,0.0004925848536517813,1.0990127592846968,1.2727138242787785,0.6411657559198543,0.911581545279799
67,0.0004796526653252802,1.072015396926714,1.274750558866395,0.6338797814207651,0.9115578838567674
68,0.00046675431687935825,1.0708314301311106,1.2782977173725765,0.6284153005464481,0.9110745200977093
69,0.0004538994335450066,1.0616276661554973,1.2638725038203928,0.6284153005464481,0.9135476370180061
70,0.000441097608117921,1.045752423397009,1.2719353238741558,0.6338797814207651,0.9131577514955701
71,0.000428358393799999,1.048414238985034,1.2820037967628903,0.6375227686703097,0.9113960611389756
